company_id,month,company_size,tariff_category,tariff_name,machine_name,machine_id,voltage,kw,power_factor,apparent_power_kva,day_hours,peak_hours,off_peak_hours,working_days,day_consumption_kwh,peak_consumption_kwh,off_peak_consumption_kwh,total_machine_consumption_kwh,total_company_day_kwh,total_company_peak_kwh,total_company_off_peak_kwh,total_monthly_consumption_kwh,max_demand_kva,actual_tariff_used,fixed_charge,day_energy_charge,peak_energy_charge,off_peak_energy_charge,demand_charge,total_bill
Company_5,2024-11,large,industrial_rate3,Industrial Rate 3,Horizon Book Binding,9,400,18,0.85,21.18,13,4,7,22,5148,1584,2772,9504,239954,73832,129206,442992,211.76,industrial_rate3,5000.0,2879448.0,1624304.0,1292060.0,264700.0,6065512.0
Company_5,2024-11,large,industrial_rate3,Industrial Rate 3,Horizon Book Binding AFC,10,400,12,0.85,14.12,13,4,7,22,3432,1056,1848,6336,239954,73832,129206,442992,211.76,industrial_rate3,5000.0,2879448.0,1624304.0,1292060.0,264700.0,6065512.0
Company_5,2024-11,large,industrial_rate3,Industrial Rate 3,Horizon Book Binding AFC7,11,400,15,0.85,17.65,13,4,7,22,4290,1320,2310,7920,239954,73832,129206,442992,211.76,industrial_rate3,5000.0,2879448.0,1624304.0,1292060.0,264700.0,6065512.0
Company_5,2024-11,large,industrial_rate3,Industrial Rate 3,Komori LS,12,415,180,0.85,211.76,13,4,7,22,51480,15840,27720,95040,239954,73832,129206,442992,211.76,industrial_rate3,5000.0,2879448.0,1624304.0,1292060.0,264700.0,6065512.0
Company_5,2024-11,large,industrial_rate3,Industrial Rate 3,SBL Die Cutter,13,415,30,0.85,35.29,13,4,7,22,8580,2640,4620,15840,239954,73832,129206,442992,211.76,industrial_rate3,5000.0,2879448.0,1624304.0,1292060.0,264700.0,6065512.0
Company_5,2024-11,large,industrial_rate3,Industrial Rate 3,Screen UV,14,415,25,0.85,29.41,13,4,7,22,7150,2200,3850,13200,239954,73832,129206,442992,211.76,industrial_rate3,5000.0,2879448.0,1624304.0,1292060.0,264700.0,6065512.0
Company_5,2024-11,large,industrial_rate3,Industrial Rate 3,Sun Gluing,15,415,15,0.85,17.65,13,4,7,22,4290,1320,2310,7920,239954,73832,129206,442992,211.76,industrial_rate3,5000.0,2879448.0,1624304.0,1292060.0,264700.0,6065512.0
Company_6,2024-01,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),CD 102 Heidelburge,1,415,160,0.85,188.24,8,0,0,22,28160,0,0,28160,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-01,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),Diana Eye,2,415,12,0.85,14.12,8,0,0,22,2112,0,0,2112,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-01,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),Guillotine Polar 115E,3,415,20,0.85,23.53,8,0,0,22,3520,0,0,3520,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-01,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),CD 102 Heidelburge,1,415,160,0.85,188.24,8,0,0,22,28160,0,0,28160,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-01,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),Diana Eye,2,415,12,0.85,14.12,8,0,0,22,2112,0,0,2112,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-01,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),Guillotine Polar 115E,3,415,20,0.85,23.53,8,0,0,22,3520,0,0,3520,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-03,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),CD 102 Heidelburge,1,415,160,0.85,188.24,8,0,0,22,28160,0,0,28160,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-03,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),Diana Eye,2,415,12,0.85,14.12,8,0,0,22,2112,0,0,2112,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-03,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),Guillotine Polar 115E,3,415,20,0.85,23.53,8,0,0,22,3520,0,0,3520,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-03,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),CD 102 Heidelburge,1,415,160,0.85,188.24,8,0,0,22,28160,0,0,28160,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-03,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),Diana Eye,2,415,12,0.85,14.12,8,0,0,22,2112,0,0,2112,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-03,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),Guillotine Polar 115E,3,415,20,0.85,23.53,8,0,0,22,3520,0,0,3520,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-04,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),CD 102 Heidelburge,1,415,160,0.85,188.24,8,0,0,22,28160,0,0,28160,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-04,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),Diana Eye,2,415,12,0.85,14.12,8,0,0,22,2112,0,0,2112,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-04,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),Guillotine Polar 115E,3,415,20,0.85,23.53,8,0,0,22,3520,0,0,3520,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-05,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),CD 102 Heidelburge,1,415,160,0.85,188.24,8,0,0,22,28160,0,0,28160,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-05,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),Diana Eye,2,415,12,0.85,14.12,8,0,0,22,2112,0,0,2112,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-05,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),Guillotine Polar 115E,3,415,20,0.85,23.53,8,0,0,22,3520,0,0,3520,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-06,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),CD 102 Heidelburge,1,415,160,0.85,188.24,8,0,0,22,28160,0,0,28160,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-06,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),Diana Eye,2,415,12,0.85,14.12,8,0,0,22,2112,0,0,2112,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-06,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),Guillotine Polar 115E,3,415,20,0.85,23.53,8,0,0,22,3520,0,0,3520,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-07,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),CD 102 Heidelburge,1,415,160,0.85,188.24,8,0,0,22,28160,0,0,28160,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-07,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),Diana Eye,2,415,12,0.85,14.12,8,0,0,22,2112,0,0,2112,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-07,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),Guillotine Polar 115E,3,415,20,0.85,23.53,8,0,0,22,3520,0,0,3520,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-08,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),CD 102 Heidelburge,1,415,160,0.85,188.24,8,0,0,22,28160,0,0,28160,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-08,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),Diana Eye,2,415,12,0.85,14.12,8,0,0,22,2112,0,0,2112,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-08,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),Guillotine Polar 115E,3,415,20,0.85,23.53,8,0,0,22,3520,0,0,3520,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-09,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),CD 102 Heidelburge,1,415,160,0.85,188.24,8,0,0,22,28160,0,0,28160,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-09,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),Diana Eye,2,415,12,0.85,14.12,8,0,0,22,2112,0,0,2112,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-09,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),Guillotine Polar 115E,3,415,20,0.85,23.53,8,0,0,22,3520,0,0,3520,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-10,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),CD 102 Heidelburge,1,415,160,0.85,188.24,8,0,0,22,28160,0,0,28160,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-10,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),Diana Eye,2,415,12,0.85,14.12,8,0,0,22,2112,0,0,2112,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-10,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),Guillotine Polar 115E,3,415,20,0.85,23.53,8,0,0,22,3520,0,0,3520,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-11,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),CD 102 Heidelburge,1,415,160,0.85,188.24,8,0,0,22,28160,0,0,28160,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-11,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),Diana Eye,2,415,12,0.85,14.12,8,0,0,22,2112,0,0,2112,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_6,2024-11,small,industrial_rate1_small,Industrial Rate1 (VDMC ≤ 300 kWh/month),Guillotine Polar 115E,3,415,20,0.85,23.53,8,0,0,22,3520,0,0,3520,33792,0,0,33792,188.24,industrial_rate1_large,750.0,439296.0,0.0,0.0,0.0,440046.0
Company_7,2024-01,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Diana Eye,1,415,12,0.85,14.12,13,3,0,22,3432,792,0,4224,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-01,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Guillotine Polar 115E,2,415,20,0.85,23.53,13,3,0,22,5720,1320,0,7040,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-01,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Guillotine Polar 115EM,3,415,20,0.85,23.53,13,3,0,22,5720,1320,0,7040,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-01,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Heidelburge Five Colour SPM,4,415,72,0.85,84.71,13,3,0,22,20592,4752,0,25344,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-01,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Heidelburge Six Colour,5,415,160,0.85,188.24,13,3,0,22,45760,10560,0,56320,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-01,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Heidelburge XL,6,415,90,0.85,105.88,13,3,0,22,25740,5940,0,31680,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-01,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Horizon Book Binding,7,400,18,0.85,21.18,13,3,0,22,5148,1188,0,6336,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-01,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Horizon Book Binding AFC,8,400,12,0.85,14.12,13,3,0,22,3432,792,0,4224,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-01,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Diana Eye,1,415,12,0.85,14.12,13,3,0,22,3432,792,0,4224,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-01,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Guillotine Polar 115E,2,415,20,0.85,23.53,13,3,0,22,5720,1320,0,7040,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-01,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Guillotine Polar 115EM,3,415,20,0.85,23.53,13,3,0,22,5720,1320,0,7040,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-01,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Heidelburge Five Colour SPM,4,415,72,0.85,84.71,13,3,0,22,20592,4752,0,25344,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-01,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Heidelburge Six Colour,5,415,160,0.85,188.24,13,3,0,22,45760,10560,0,56320,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-01,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Heidelburge XL,6,415,90,0.85,105.88,13,3,0,22,25740,5940,0,31680,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-01,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Horizon Book Binding,7,400,18,0.85,21.18,13,3,0,22,5148,1188,0,6336,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-01,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Horizon Book Binding AFC,8,400,12,0.85,14.12,13,3,0,22,3432,792,0,4224,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Diana Eye,1,415,12,0.85,14.12,13,3,0,22,3432,792,0,4224,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Guillotine Polar 115E,2,415,20,0.85,23.53,13,3,0,22,5720,1320,0,7040,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Guillotine Polar 115EM,3,415,20,0.85,23.53,13,3,0,22,5720,1320,0,7040,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Heidelburge Five Colour SPM,4,415,72,0.85,84.71,13,3,0,22,20592,4752,0,25344,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Heidelburge Six Colour,5,415,160,0.85,188.24,13,3,0,22,45760,10560,0,56320,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Heidelburge XL,6,415,90,0.85,105.88,13,3,0,22,25740,5940,0,31680,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Horizon Book Binding,7,400,18,0.85,21.18,13,3,0,22,5148,1188,0,6336,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Horizon Book Binding AFC,8,400,12,0.85,14.12,13,3,0,22,3432,792,0,4224,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Diana Eye,1,415,12,0.85,14.12,13,3,0,22,3432,792,0,4224,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Guillotine Polar 115E,2,415,20,0.85,23.53,13,3,0,22,5720,1320,0,7040,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Guillotine Polar 115EM,3,415,20,0.85,23.53,13,3,0,22,5720,1320,0,7040,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Heidelburge Five Colour SPM,4,415,72,0.85,84.71,13,3,0,22,20592,4752,0,25344,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Heidelburge Six Colour,5,415,160,0.85,188.24,13,3,0,22,45760,10560,0,56320,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Heidelburge XL,6,415,90,0.85,105.88,13,3,0,22,25740,5940,0,31680,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Horizon Book Binding,7,400,18,0.85,21.18,13,3,0,22,5148,1188,0,6336,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Horizon Book Binding AFC,8,400,12,0.85,14.12,13,3,0,22,3432,792,0,4224,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-04,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Diana Eye,1,415,12,0.85,14.12,13,3,0,22,3432,792,0,4224,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-04,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Guillotine Polar 115E,2,415,20,0.85,23.53,13,3,0,22,5720,1320,0,7040,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-04,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Guillotine Polar 115EM,3,415,20,0.85,23.53,13,3,0,22,5720,1320,0,7040,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-04,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Heidelburge Five Colour SPM,4,415,72,0.85,84.71,13,3,0,22,20592,4752,0,25344,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-04,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Heidelburge Six Colour,5,415,160,0.85,188.24,13,3,0,22,45760,10560,0,56320,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-04,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Heidelburge XL,6,415,90,0.85,105.88,13,3,0,22,25740,5940,0,31680,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-04,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Horizon Book Binding,7,400,18,0.85,21.18,13,3,0,22,5148,1188,0,6336,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-04,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Horizon Book Binding AFC,8,400,12,0.85,14.12,13,3,0,22,3432,792,0,4224,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-05,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Diana Eye,1,415,12,0.85,14.12,13,3,0,22,3432,792,0,4224,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-05,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Guillotine Polar 115E,2,415,20,0.85,23.53,13,3,0,22,5720,1320,0,7040,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-05,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Guillotine Polar 115EM,3,415,20,0.85,23.53,13,3,0,22,5720,1320,0,7040,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-05,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Heidelburge Five Colour SPM,4,415,72,0.85,84.71,13,3,0,22,20592,4752,0,25344,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-05,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Heidelburge Six Colour,5,415,160,0.85,188.24,13,3,0,22,45760,10560,0,56320,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-05,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Heidelburge XL,6,415,90,0.85,105.88,13,3,0,22,25740,5940,0,31680,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-05,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Horizon Book Binding,7,400,18,0.85,21.18,13,3,0,22,5148,1188,0,6336,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-05,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Horizon Book Binding AFC,8,400,12,0.85,14.12,13,3,0,22,3432,792,0,4224,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-06,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Diana Eye,1,415,12,0.85,14.12,13,3,0,22,3432,792,0,4224,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-06,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Guillotine Polar 115E,2,415,20,0.85,23.53,13,3,0,22,5720,1320,0,7040,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-06,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Guillotine Polar 115EM,3,415,20,0.85,23.53,13,3,0,22,5720,1320,0,7040,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-06,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Heidelburge Five Colour SPM,4,415,72,0.85,84.71,13,3,0,22,20592,4752,0,25344,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
Company_7,2024-06,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Heidelburge Six Colour,5,415,160,0.85,188.24,13,3,0,22,45760,10560,0,56320,115544,26664,0,142208,188.24,industrial_rate1_large,750.0,1502072.0,346632.0,0.0,0.0,1849454.0
